scope,song,genre,song_kind,level,bpm,n_bars,function,label_ja,skeleton_top,coverage_mean,coverage_ctrl_mean,extra_ratio_mean,rest_beats_mean,hardness_mean,intensity_mean,notes_per_bar,pool_per_bar,rho_I_hardness,rho_I_density,mode_全采,mode_半采,mode_稀采/空音,mode_加花,mode_静默,mode_混合,cfg_错位,cfg_普通交互,cfg_纵连,cfg_长纵连,cfg_三角交互,cfg_轴交互,cfg_楼梯交互,cfg_逆楼梯/方向盘,cfg_大宇宙,cfg_散点,cfg_跳拍,cfg_定拍,cfg_子弹,cfg_单双/双单,cfg_连续双押,cfg_双押纵,cfg_侧边双押
song,火炎地獄,maimai,instrumental,14.1,216.0,97,,,drums,0.5953,0.4032,0.2427,1.349,0.4484,0.7464,7.062,4.536,0.2481,0.2453,0.1856,0.1443,0.0412,0.2577,0.0309,0.3402,0.1237,0.1546,0.0619,0.0,0.0515,0.0206,0.0,0.0309,0.0206,0.0,0.0619,0.0,0.1753,0.0,0.1546,0.0,0.0309
song,炉心融解,niconico＆ボーカロイド,vocal,13.2,165.0,64,,,drums,0.6434,0.129,0.0204,1.125,0.4398,0.8464,6.5,5.422,0.3369,0.3666,0.1562,0.2969,0.0625,0.0,0.0625,0.4219,0.2188,0.0938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469,0.0,0.1562,0.0,0.1875,0.0312,0.0
song,炭★坑★節,maimai,vocal,13.3,112.0,45,,,drums,0.5339,0.224,0.1101,1.191,0.4289,0.8637,7.911,8.178,-0.2391,-0.3021,0.1778,0.2444,0.2444,0.0,0.0222,0.3111,0.0889,0.0444,0.0444,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.2889,0.0,0.2667,0.0444,0.0,0.0,0.1111
song,片想いサンバ,niconico＆ボーカロイド,vocal,13.2,150.0,81,,,drums,0.6504,0.4536,0.0252,0.932,0.5109,0.681,10.074,7.543,0.2899,0.0794,0.3086,0.1481,0.0864,0.0,0.0,0.4568,0.5185,0.0988,0.2099,0.0,0.0247,0.0,0.0247,0.0123,0.037,0.0,0.1358,0.0,0.4198,0.1358,0.0617,0.0247,0.0247
song,生きてるおばけは生きている,niconico＆ボーカロイド,vocal,13.3,140.0,72,,,drums,0.8133,0.3255,0.1691,0.521,0.5186,0.8594,11.514,5.903,0.0912,0.2091,0.4722,0.0139,0.0278,0.0139,0.0,0.4722,0.1389,0.1528,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.2083,0.0972,0.5694,0.0278,0.0
song,疾走あんさんぶる,東方Project,instrumental,13.7,195.0,104,,,drums,0.7604,0.6108,0.0898,0.639,0.56,0.8594,8.558,5.683,0.3776,0.5068,0.3942,0.1442,0.0288,0.0192,0.0096,0.4038,0.1346,0.1154,0.125,0.0,0.0192,0.0,0.0192,0.0,0.0577,0.0,0.0962,0.0,0.0865,0.1442,0.1442,0.0,0.0096
song,真・ハンサム体操でズンドコホイ,POPS＆アニメ,vocal,13.4,140.0,61,,,drums,0.4341,0.2847,0.0586,1.588,0.3186,0.6404,8.197,6.951,0.2363,0.221,0.1148,0.1967,0.2951,0.0164,0.1148,0.2623,0.0656,0.1311,0.082,0.0,0.0,0.0,0.0328,0.0328,0.0328,0.0328,0.0,0.0,0.0492,0.0492,0.2131,0.0328,0.0164
song,空威張りビヘイビア,maimai,vocal,13.7,186.0,102,,,drums,0.7543,0.1543,0.296,0.657,0.6012,0.6847,8.696,3.961,0.5719,0.4772,0.3137,0.0588,0.0588,0.2549,0.0686,0.2451,0.1471,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882,0.0,0.1275,0.0784,0.4706,0.0,0.0686
song,終点,niconico＆ボーカロイド,vocal,13.7,222.0,107,,,drums,0.6341,0.4617,0.0954,1.07,0.5422,0.6123,6.636,4.729,0.432,0.3875,0.3084,0.1869,0.1121,0.028,0.1215,0.243,0.0467,0.1869,0.0187,0.0,0.0093,0.0,0.0,0.0,0.0093,0.0561,0.0467,0.0374,0.3832,0.1028,0.2617,0.0,0.0093
song,緋色のDance,東方Project,vocal,13.3,155.0,65,,,drums,0.7175,0.4992,0.2892,0.735,0.4629,0.7723,9.2,5.077,0.3683,-0.1422,0.2615,0.1538,0.0923,0.2,0.0,0.2923,0.3077,0.2,0.0,0.0,0.0308,0.0,0.0769,0.0,0.0,0.0,0.4462,0.0,0.1231,0.0,0.0615,0.0,0.0154
song,脳漿炸裂ガール,niconico＆ボーカロイド,vocal,14.1,155.0,66,,,drums,0.6494,0.5264,0.1393,0.832,0.4328,0.7258,10.273,8.5,0.012,-0.0247,0.1061,0.0909,0.0455,0.0455,0.0,0.7121,0.1212,0.0758,0.1364,0.0,0.0,0.1212,0.0,0.0,0.0,0.0,0.697,0.0,0.4545,0.0303,0.0,0.0,0.0606
song,言ノ葉カルマ,maimai,vocal,13.4,150.0,87,,,drums,0.7185,0.3777,0.1128,0.876,0.4975,0.6254,9.103,5.586,0.568,0.2222,0.4138,0.1034,0.046,0.046,0.0345,0.3563,0.4138,0.2529,0.0345,0.0,0.0575,0.0,0.0575,0.0115,0.0345,0.0,0.1724,0.0,0.2299,0.092,0.1264,0.0,0.0
song,記憶、記録,maimai,vocal,13.6,185.0,81,,,drums,0.7741,0.5539,0.0252,0.58,0.448,0.7216,8.037,5.778,0.4655,0.2364,0.4815,0.1358,0.0,0.0,0.037,0.3457,0.037,0.2099,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469,0.0,0.3457,0.1481,0.0988,0.0,0.1358
song,超絶！Superlative,ゲーム＆バラエティ,instrumental,13.2,200.0,87,,,drums,0.5635,0.4425,0.238,1.247,0.4382,0.7355,5.149,3.897,0.1207,0.1046,0.1264,0.1264,0.1609,0.2184,0.092,0.2759,0.1379,0.1609,0.0,0.0,0.023,0.023,0.0,0.0,0.0575,0.0,0.069,0.0,0.069,0.069,0.1034,0.0,0.0
song,進捗どうですか？,東方Project,vocal,13.6,199.0,103,,,drums,0.8024,0.6223,0.0887,0.612,0.6288,0.742,8.913,4.524,0.1141,0.3361,0.5922,0.0777,0.0194,0.0583,0.0097,0.2427,0.0777,0.1262,0.0485,0.0,0.0291,0.0,0.0,0.0,0.0097,0.0,0.1165,0.0,0.3301,0.1748,0.4757,0.0874,0.0
song,電車で電車でOPA!OPA!OPA! -GMT mashup-,ゲーム＆バラエティ,vocal,13.8,134.0,70,,,drums,0.5656,0.3798,0.0412,1.379,0.5422,0.7143,8.171,7.514,-0.0852,0.0016,0.2286,0.2571,0.1714,0.0286,0.1,0.2143,0.6143,0.1,0.1286,0.0,0.0286,0.0,0.0857,0.0,0.0429,0.0,0.0714,0.0,0.0286,0.0571,0.0429,0.0286,0.0
song,響縁,東方Project,vocal,13.0,180.0,89,,,drums,0.6474,0.2175,0.0991,1.008,0.4491,0.6646,7.573,5.674,0.4629,0.5116,0.3483,0.1124,0.1011,0.1011,0.0562,0.2809,0.3371,0.0225,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.382,0.0562,0.1011,0.0,0.0
song,頓珍漢の宴,niconico＆ボーカロイド,vocal,13.8,145.0,81,,,drums,0.6738,0.4425,0.11,0.819,0.5482,0.781,12.185,7.432,0.4695,0.4363,0.358,0.1975,0.0123,0.0123,0.0617,0.358,0.321,0.0741,0.1111,0.0,0.0123,0.0,0.037,0.0,0.0,0.0,0.2469,0.1975,0.2469,0.3704,0.4444,0.0741,0.0
song,魔法少女になるしかねぇ,ゲーム＆バラエティ,vocal,14.0,165.0,90,,,drums,0.7134,0.4798,0.0854,0.886,0.4902,0.7164,10.622,5.922,0.3435,0.2787,0.4,0.1778,0.0667,0.0,0.0333,0.3222,0.2333,0.3,0.1333,0.0222,0.0111,0.0556,0.0,0.0222,0.0222,0.0222,0.0556,0.0222,0.2111,0.1111,0.2667,0.0,0.0111
song,魔理沙は大変なものを盗んでいきました,東方Project,vocal,13.3,170.0,81,,,drums,0.6452,0.2175,0.0749,1.074,0.3796,0.7276,7.21,6.284,0.2523,0.3661,0.3704,0.1605,0.1235,0.0123,0.0247,0.3086,0.1728,0.1605,0.0123,0.0,0.0,0.0123,0.0247,0.0,0.0247,0.0,0.1235,0.0,0.1852,0.0494,0.0123,0.0,0.0
song,麒麟,ゲーム＆バラエティ,instrumental,14.1,220.0,116,,,drums,0.6358,0.3551,0.1564,1.057,0.4883,0.6663,7.216,4.457,0.5938,0.6354,0.2241,0.0948,0.0862,0.0517,0.1897,0.3534,0.1638,0.1121,0.0086,0.0,0.0172,0.0,0.0086,0.0,0.0086,0.0,0.2069,0.0,0.1034,0.0172,0.1034,0.0172,0.0
function,,,,,,1488,intro,,drums,0.6771,0.3665,0.1355,0.813,0.3806,0.5602,6.993,4.831,,,0.2964,0.1183,0.0638,0.0833,0.1142,0.3239,0.1237,0.1902,0.08,0.0161,0.0128,0.0067,0.0255,0.0027,0.0114,0.0054,0.1237,0.0141,0.1895,0.0793,0.121,0.0067,0.0208
function,,,,,,3266,verse,,drums,0.672,0.3974,0.1241,0.895,0.5139,0.7135,8.373,5.405,,,0.3181,0.1509,0.075,0.0667,0.0615,0.3276,0.1669,0.1748,0.0389,0.0067,0.0211,0.0153,0.0233,0.004,0.0141,0.0046,0.1157,0.0175,0.1592,0.1072,0.2664,0.0404,0.0208
function,,,,,,360,pre_chorus,,drums,0.6687,0.4045,0.1165,0.845,0.452,0.6927,7.933,5.175,,,0.2944,0.1194,0.0833,0.0861,0.1083,0.3083,0.1056,0.1889,0.025,0.0,0.0222,0.0,0.0167,0.0,0.0028,0.0083,0.0861,0.0167,0.125,0.0944,0.2472,0.0333,0.0278
function,,,,,,2225,chorus,,drums,0.6709,0.4153,0.1068,0.909,0.5883,0.8614,8.805,5.671,,,0.3231,0.1757,0.093,0.0503,0.0247,0.333,0.218,0.1043,0.0355,0.0009,0.0166,0.0085,0.0139,0.0022,0.0139,0.0058,0.1187,0.0121,0.1789,0.1578,0.2989,0.0387,0.0346
function,,,,,,1782,quiet_chorus,,drums,0.6847,0.4018,0.1124,0.864,0.5321,0.7732,8.494,5.322,,,0.3215,0.1605,0.0903,0.0516,0.032,0.344,0.1644,0.1274,0.0331,0.0039,0.0275,0.0191,0.0213,0.0101,0.0168,0.0039,0.1033,0.0168,0.1616,0.1173,0.2744,0.0292,0.0185
function,,,,,,560,final_chorus,,drums,0.6915,0.4469,0.1227,0.861,0.6134,0.8836,9.296,5.768,,,0.3482,0.1786,0.0714,0.0554,0.0196,0.3268,0.2536,0.1268,0.0339,0.0018,0.0125,0.0054,0.0268,0.0036,0.0054,0.0125,0.0982,0.025,0.1357,0.1214,0.3304,0.0232,0.0161
function,,,,,,784,drop,,drums,0.7483,0.5405,0.1188,0.639,0.6149,0.8941,10.653,6.52,,,0.4247,0.102,0.0383,0.023,0.0038,0.4082,0.2602,0.2781,0.0612,0.0,0.0472,0.0293,0.0714,0.0166,0.0459,0.014,0.1964,0.0204,0.1888,0.0944,0.2832,0.0523,0.0293
function,,,,,,3001,interlude,,drums,0.7103,0.4614,0.149,0.771,0.5092,0.676,8.857,5.59,,,0.3649,0.1023,0.0516,0.0823,0.06,0.3389,0.2029,0.2199,0.0347,0.0043,0.0373,0.0253,0.0377,0.003,0.021,0.0107,0.1639,0.0103,0.1963,0.1136,0.2043,0.016,0.0197
function,,,,,,51,outro,,drums,0.6043,0.275,0.2432,0.913,0.5112,0.4758,8.176,5.294,,,0.2353,0.1373,0.0588,0.0784,0.1961,0.2941,0.2353,0.2745,0.0,0.0,0.0196,0.0196,0.0392,0.0,0.0392,0.0196,0.0784,0.0,0.2549,0.0,0.3137,0.0588,0.0196
function_x_hardness,,,,,,836,intro,低,drums,0.6697,,0.1489,0.824,0.2308,0.5018,6.108,4.598,,,0.2919,0.1244,0.0694,0.0933,0.1328,0.2883,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,357,intro,中,drums,0.7145,,0.1291,0.648,0.5235,0.6326,8.535,5.258,,,0.3221,0.0952,0.07,0.0924,0.014,0.4062,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,242,intro,高,drums,0.7038,,0.1049,0.866,0.7709,0.7144,9.31,5.669,,,0.3388,0.157,0.0496,0.0537,0.0041,0.3967,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,1115,verse,低,drums,0.6432,,0.137,0.969,0.2761,0.6675,6.735,5.191,,,0.2951,0.1202,0.0852,0.078,0.113,0.3085,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,1148,verse,中,drums,0.6967,,0.1242,0.813,0.5414,0.7296,8.992,5.584,,,0.3519,0.1516,0.0897,0.0636,0.0105,0.3328,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,944,verse,高,drums,0.6978,,0.1097,0.839,0.7936,0.7603,10.077,5.602,,,0.3242,0.196,0.0498,0.0614,0.0042,0.3644,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,166,pre_chorus,低,drums,0.6367,,0.1258,0.868,0.2698,0.6504,6.542,5.114,,,0.2651,0.1024,0.1084,0.0964,0.1687,0.259,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,103,pre_chorus,中,drums,0.6964,,0.1307,0.826,0.5191,0.7068,9.243,5.398,,,0.2621,0.1456,0.0388,0.0971,0.0194,0.4369,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,82,pre_chorus,高,drums,0.7054,,0.0856,0.817,0.7861,0.776,9.976,5.451,,,0.4268,0.1341,0.0976,0.061,0.0,0.2805,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,539,chorus,低,drums,0.6133,,0.0952,1.059,0.2917,0.8604,6.866,5.647,,,0.2764,0.1911,0.1299,0.0427,0.0594,0.3006,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,763,chorus,中,drums,0.6879,,0.1102,0.87,0.5458,0.8606,8.969,5.689,,,0.3512,0.1678,0.0813,0.0459,0.0105,0.3434,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,912,chorus,高,drums,0.6943,,0.1105,0.843,0.8062,0.8636,9.92,5.714,,,0.3311,0.1754,0.0822,0.0592,0.0044,0.3476,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,574,quiet_chorus,低,drums,0.6682,,0.097,0.924,0.2807,0.7626,6.84,5.087,,,0.3293,0.1289,0.101,0.047,0.0592,0.3345,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,605,quiet_chorus,中,drums,0.6837,,0.1159,0.866,0.5301,0.7773,8.759,5.519,,,0.3372,0.1636,0.1207,0.0612,0.005,0.3124,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,584,quiet_chorus,高,drums,0.7116,,0.1232,0.775,0.7987,0.7856,10.122,5.461,,,0.3082,0.1935,0.0514,0.0479,0.0017,0.3973,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,108,final_chorus,低,drums,0.6762,,0.1033,0.953,0.3154,0.8774,6.972,5.417,,,0.3611,0.1389,0.0463,0.037,0.0648,0.3519,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,190,final_chorus,中,drums,0.6861,,0.12,0.853,0.5335,0.8854,9.084,6.037,,,0.3474,0.1842,0.0789,0.0368,0.0053,0.3474,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,260,final_chorus,高,drums,0.7071,,0.1327,0.804,0.8002,0.8857,10.488,5.754,,,0.3462,0.1923,0.0769,0.0769,0.0038,0.3038,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,172,drop,低,drums,0.7397,,0.1225,0.705,0.3421,0.8917,9.145,6.535,,,0.4244,0.0988,0.0465,0.0233,0.0116,0.3953,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,268,drop,中,drums,0.7447,,0.1379,0.6,0.553,0.8944,10.608,6.302,,,0.4142,0.1007,0.0485,0.0336,0.0,0.403,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,343,drop,高,drums,0.7576,,0.1024,0.626,0.8018,0.8956,11.475,6.697,,,0.4344,0.105,0.0262,0.0146,0.0,0.4198,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,1065,interlude,低,drums,0.6704,,0.1539,0.852,0.2851,0.6247,7.139,5.327,,,0.3174,0.0948,0.0676,0.0892,0.0977,0.3333,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,989,interlude,中,drums,0.7484,,0.1586,0.679,0.5412,0.6992,9.907,5.941,,,0.4095,0.0859,0.0546,0.095,0.003,0.3519,,,,,,,,,,,,,,,,,
function_x_hardness,,,,,,879,interlude,高,drums,0.7447,,0.1316,0.691,0.7843,0.7334,10.444,5.823,,,0.4005,0.1377,0.033,0.066,0.0057,0.3572,,,,,,,,,,,,,,,,,
