scope,song,genre,level,bpm,n_bars,coverage_mean,extra_ratio_mean,physical_hardness_mean,hand_difficulty_mean,intensity_mean,mode_全采,mode_半采,mode_稀采/空音,mode_加花,mode_静默,mode_混合,cfg_子弹,cfg_三叉戟,cfg_鼓动段,cfg_连续拍滑,cfg_连续双押,cfg_错位,cfg_侧边双押,cfg_出张,cfg_一笔画,cfg_绕圈星星,cfg_纵连,cfg_轴交互,cfg_3+1,cfg_三角交互,cfg_二连扫,cfg_跳拍,cfg_反手,cfg_定拍,cfg_单双/双单,cfg_双押纵,cfg_2+1,cfg_穿心,cfg_双压连续拍滑,cfg_挥手段,cfg_普通交互,cfg_散点,cfg_CYCLES型星星,cfg_大风车,cfg_拆弹,cfg_楼梯交互,cfg_长纵连,cfg_逆楼梯/方向盘,cfg_井字星星,cfg_死镰段,cfg_大宇宙,cfg_夹键拍滑,cfg_同起点拍滑,cfg_如龙段,cfg_N+1
song,生きてるおばけは生きている,niconico＆ボーカロイド,13.3,140.0,72,0.8133,0.1692,0.6517,0.4409,0.8594,0.4722,0.0972,0.0139,0.0139,0.0,0.125,0.1528,,,,0.5417,,,0.0694,0.125,,,,,0.0417,0.0139,0.375,0.125,,0.0972,,,,,,,,,,,,,,,,,,,,
song,疾走あんさんぶる,東方Project,13.7,195.0,104,0.7604,0.0898,0.6203,0.2511,0.8594,0.3942,0.1827,0.0192,0.0192,0.0096,0.1058,0.0769,,,0.1154,0.1058,0.0192,,0.1635,0.0481,0.0577,0.1058,0.0192,,0.0192,0.0962,0.0962,0.1538,,0.1442,,,,,,,,,,,0.0096,,,0.0288,,,0.0385,0.0096,,
song,真・ハンサム体操でズンドコホイ,POPS＆アニメ,13.4,140.0,59,0.4488,0.0596,0.4386,0.3714,0.6409,0.1186,0.2373,0.2881,0.0169,0.0847,0.0678,0.0339,0.0678,,,0.2203,0.0169,,0.1525,0.0678,0.0678,0.0847,,,,0.0339,,0.0508,,0.0508,0.0339,0.0339,,,,,,0.0169,,0.0339,,,,,,,,,,
song,空威張りビヘイビア,maimai,13.7,186.0,101,0.7624,0.296,0.5737,0.45,0.6866,0.3168,0.0495,0.0297,0.2574,0.0594,0.1188,0.0792,,,0.0891,0.2574,0.0495,0.0495,0.1683,0.0495,0.0495,,,,,,0.0891,,,0.0792,,,0.0297,,,,,,,,,,,0.0396,,,0.0495,,,
song,終点,niconico＆ボーカロイド,13.7,222.0,101,0.6547,0.0964,0.5675,0.45,0.6287,0.3168,0.2079,0.099,0.0297,0.0693,0.0594,0.3861,,,,0.2772,0.0198,0.0099,0.1287,0.1287,0.0792,0.0198,,,0.0099,,0.0495,0.0297,0.0396,0.1089,,0.0297,,,,0.0099,0.0198,0.0198,,,0.0198,,,,,,,,,
song,緋色のDance,東方Project,13.3,155.0,65,0.7175,0.2892,0.4796,0.4655,0.7723,0.2615,0.0923,0.0769,0.2,0.0,0.1077,0.1231,,,,0.0462,0.1231,0.0154,0.1231,0.0923,0.0308,,0.0308,,0.0308,,0.2615,0.0615,,,,,,,,0.1692,,,,,,,,,,,,,,
song,脳漿炸裂ガール,niconico＆ボーカロイド,14.1,155.0,66,0.6494,0.1393,0.6379,0.2923,0.7258,0.1061,0.2576,0.0455,0.0455,0.0,0.0606,0.4545,0.1212,,0.0303,,,0.0606,0.1364,0.0606,0.0606,0.1364,,,,0.0606,0.697,0.4242,,0.0303,,,,,,,0.0152,,,,,,,,,,,,,
song,言ノ葉カルマ,maimai,13.4,150.0,84,0.7444,0.1128,0.435,0.2498,0.6334,0.4286,0.1786,0.0357,0.0476,0.0,0.0357,0.2143,,,0.0119,0.131,0.0357,,0.1429,0.119,,0.0357,0.0238,,0.0595,0.0238,0.1786,0.1429,,0.0952,,,,,,0.0357,,,,,0.0595,,,0.0357,,,,,,0.0357
song,記憶、記録,maimai,13.6,185.0,78,0.7862,0.0255,0.4745,0.3831,0.7267,0.5128,0.1026,0.0,0.0,0.0,0.0256,0.2821,,,0.0256,0.1026,,0.141,0.1667,,,0.0128,,,,0.0385,0.2564,0.0128,,0.1538,,,0.1154,,,,,,,,,,,0.0128,,,,,,
song,超絶！Superlative,ゲーム＆バラエティ,13.2,200.0,83,0.5844,0.2379,0.4755,0.5472,0.7432,0.1325,0.1205,0.1205,0.2289,0.0482,0.1325,0.0723,,,0.0482,0.1084,,,0.1325,,,,0.0241,,0.0241,0.0602,0.0723,0.0482,,0.0723,,,0.0723,,,,,,,,,,,0.012,,,,,,
song,進捗どうですか？,東方Project,13.6,199.0,102,0.8024,0.0887,0.5787,0.2885,0.7466,0.598,0.0784,0.0098,0.0588,0.0,0.049,0.2353,0.0196,,0.1765,0.4216,0.0098,,0.2549,,,0.049,,,0.0098,0.0294,0.1176,0.0294,,0.1569,0.0098,,0.0392,,0.0196,0.049,,,,,,,,0.0098,,,,,,
song,電車で電車でOPA!OPA!OPA! -GMT mashup-,ゲーム＆バラエティ,13.8,134.0,65,0.6005,0.0412,0.4715,0.1537,0.7113,0.2462,0.1538,0.1846,0.0308,0.0308,0.0,0.0308,0.0308,0.1692,0.3538,0.0462,0.1231,,0.2,0.1077,0.0615,0.1692,,,0.0308,0.0154,0.0769,0.1077,,0.0615,0.0308,,0.0154,,,0.0462,,,,0.0462,0.0308,,,,,0.0462,0.0923,0.0462,,
song,響縁,東方Project,13.0,180.0,88,0.6548,0.0991,0.4733,0.4704,0.6668,0.3523,0.0682,0.0909,0.1023,0.0455,0.0114,0.2273,,,,0.1023,0.125,,0.2045,0.125,0.0455,0.0795,,,,,0.0227,,,0.0568,,,,,,,,0.0114,,,,,,0.0114,,,,,,
song,頓珍漢の宴,niconico＆ボーカロイド,13.8,145.0,78,0.701,0.11,0.6427,0.5133,0.8035,0.3718,0.141,0.0128,0.0128,0.0256,0.0,0.2564,,0.1667,0.2179,0.4359,0.2436,,0.1026,,,0.1154,,,0.0128,,0.2564,0.0256,,0.141,0.0769,,0.0385,,,0.0256,,,,,,,,0.0385,,,0.0256,,,
song,魔法少女になるしかねぇ,ゲーム＆バラエティ,14.0,165.0,90,0.7175,0.0854,0.5564,0.2494,0.7164,0.4222,0.1667,0.0667,0.0,0.0333,0.0333,0.2,0.0111,,0.0889,0.2444,0.1111,,0.2444,0.1,0.0556,0.0556,0.0556,,0.0111,0.0778,0.0333,0.1111,,0.0889,,,,,,0.0333,,0.0222,,,,0.0111,0.0222,0.1111,,,,,,
song,魔理沙は大変なものを盗んでいきました,東方Project,13.3,170.0,80,0.6533,0.0749,0.4052,0.5467,0.7272,0.375,0.2625,0.125,0.0125,0.0125,0.0,0.1875,,0.0375,0.05,0.0125,,,0.0875,0.025,0.025,0.0125,0.0625,,,0.0625,0.125,0.1125,,0.05,,0.025,,,,,,,,,,,,0.0375,,,,,,0.0375
song,麒麟,ゲーム＆バラエティ,14.1,220.0,108,0.6639,0.1431,0.5078,0.2888,0.6913,0.2685,0.1204,0.0648,0.0556,0.1296,0.0926,0.1111,0.0556,,0.0556,0.0833,0.0648,,0.3148,0.1111,0.1296,0.0093,,,0.0185,0.0833,0.037,0.1111,,0.0185,,,,,,0.0093,,,,,,,,0.0185,,0.0093,,0.0463,,
